func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00895387	223.367
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0261406	258.219
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0632933	252.791
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.121053	258.152
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.206765	261.166
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.352497	243.265
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.492113	260.103
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.703937	258.901
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.9628	259.659
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0160322	124.749
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0534651	126.25
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.127757	125.238
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.247599	126.212
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.427822	126.221
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.683749	125.411
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.998968	128.132
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.44714	125.938
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.95764	127.705
