func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	Dense	float	1000	1000	0.000185805	10.764
matvec(Dense)	Dense	float	2000	2000	7.9998e-05	100.002
matvec(Dense)	Dense	float	3000	3000	0.00057939	31.0671
matvec(Dense)	Dense	float	4000	4000	0.00434396	7.36656
matvec(Dense)	Dense	float	5000	5000	0.0117172	4.26725
matvec(Dense)	Dense	float	6000	6000	0.0162309	4.43599
matvec(Dense)	Dense	float	7000	7000	0.0272578	3.5953
matvec(Dense)	Dense	float	8000	8000	0.035367	3.61919
matvec(Dense)	Dense	float	9000	9000	0.0448586	3.61134
matvec(Dense)	Dense	float	10000	10000	0.0473983	4.21956
matvec(Dense)	Dense	double	1000	1000	0.00476961	0.419322
matvec(Dense)	Dense	double	2000	2000	0.000557648	14.346
matvec(Dense)	Dense	double	3000	3000	0.0068382	2.63227
matvec(Dense)	Dense	double	4000	4000	0.00962554	3.32449
matvec(Dense)	Dense	double	5000	5000	0.0262656	1.90363
matvec(Dense)	Dense	double	6000	6000	0.0374471	1.92271
matvec(Dense)	Dense	double	7000	7000	0.0502034	1.95206
matvec(Dense)	Dense	double	8000	8000	0.0522822	2.44825
matvec(Dense)	Dense	double	9000	9000	0.0583748	2.77517
matvec(Dense)	Dense	double	10000	10000	0.0976295	2.04856
