func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atanh(Dense)	Dense	float	1000	1000	0.000677074	1.47694
m_atanh(Dense)	Dense	float	2000	2000	0.00152474	2.62339
m_atanh(Dense)	Dense	float	3000	3000	0.00366406	2.45629
m_atanh(Dense)	Dense	float	4000	4000	0.00623344	2.5668
m_atanh(Dense)	Dense	float	5000	5000	0.00966397	2.58693
m_atanh(Dense)	Dense	float	6000	6000	0.0139128	2.58754
m_atanh(Dense)	Dense	float	7000	7000	0.0187787	2.60934
m_atanh(Dense)	Dense	float	8000	8000	0.0249849	2.56155
m_atanh(Dense)	Dense	float	9000	9000	0.0310699	2.60702
m_atanh(Dense)	Dense	float	10000	10000	0.0382633	2.61347
m_atanh(Dense)	Dense	double	1000	1000	0.00047444	2.10775
m_atanh(Dense)	Dense	double	2000	2000	0.00304117	1.31528
m_atanh(Dense)	Dense	double	3000	3000	0.00673794	1.33572
m_atanh(Dense)	Dense	double	4000	4000	0.0119878	1.33469
m_atanh(Dense)	Dense	double	5000	5000	0.018718	1.33561
m_atanh(Dense)	Dense	double	6000	6000	0.0269419	1.33621
m_atanh(Dense)	Dense	double	7000	7000	0.0366044	1.33864
m_atanh(Dense)	Dense	double	8000	8000	0.0477469	1.3404
m_atanh(Dense)	Dense	double	9000	9000	0.0604774	1.33934
m_atanh(Dense)	Dense	double	10000	10000	0.0746722	1.33919
