func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0319854	5.06481
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0488075	7.46811
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.101379	6.39185
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.132942	7.61609
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.1664	8.76203
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0279449	5.79712
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0467901	7.79011
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0691018	9.37748
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0958407	10.5644
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.128349	11.3596
