func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(Dense)	Dense	float	1000	1000	0.000127403	7.84911
m_ceil(Dense)	Dense	float	2000	2000	0.00117902	3.39265
m_ceil(Dense)	Dense	float	3000	3000	0.00334815	2.68805
m_ceil(Dense)	Dense	float	4000	4000	0.00596109	2.68407
m_ceil(Dense)	Dense	float	5000	5000	0.00927519	2.69536
m_ceil(Dense)	Dense	float	6000	6000	0.0133833	2.68992
m_ceil(Dense)	Dense	float	7000	7000	0.0182088	2.69101
m_ceil(Dense)	Dense	float	8000	8000	0.0237903	2.69017
m_ceil(Dense)	Dense	float	9000	9000	0.0301068	2.69042
m_ceil(Dense)	Dense	float	10000	10000	0.0371939	2.68861
m_ceil(Dense)	Dense	double	1000	1000	0.000138262	7.23264
m_ceil(Dense)	Dense	double	2000	2000	0.00297369	1.34513
m_ceil(Dense)	Dense	double	3000	3000	0.00668055	1.34719
m_ceil(Dense)	Dense	double	4000	4000	0.0118992	1.34463
m_ceil(Dense)	Dense	double	5000	5000	0.0185517	1.34758
m_ceil(Dense)	Dense	double	6000	6000	0.0267459	1.346
m_ceil(Dense)	Dense	double	7000	7000	0.0363996	1.34617
m_ceil(Dense)	Dense	double	8000	8000	0.0475485	1.34599
m_ceil(Dense)	Dense	double	9000	9000	0.0601815	1.34593
m_ceil(Dense)	Dense	double	10000	10000	0.0743374	1.34522
