func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(CRS)	CRS	float	10000	10000	0.000743972	1.08875
m_asin(CRS)	CRS	float	20000	20000	0.00104122	1.55587
m_asin(CRS)	CRS	float	30000	30000	0.00211117	1.15102
m_asin(CRS)	CRS	float	40000	40000	0.00270465	1.19794
m_asin(CRS)	CRS	float	50000	50000	0.00380718	1.06378
m_asin(CRS)	CRS	float	60000	60000	0.00412049	1.17947
m_asin(CRS)	CRS	float	70000	70000	0.00458407	1.23689
m_asin(CRS)	CRS	float	80000	80000	0.00523715	1.23732
m_asin(CRS)	CRS	float	90000	90000	0.00582195	1.25216
m_asin(CRS)	CRS	float	100000	100000	0.00649154	1.24778
m_asin(CRS)	CRS	double	10000	10000	0.00130131	0.62245
m_asin(CRS)	CRS	double	20000	20000	0.0025101	0.645392
m_asin(CRS)	CRS	double	30000	30000	0.00392341	0.619359
m_asin(CRS)	CRS	double	40000	40000	0.0050473	0.641927
m_asin(CRS)	CRS	double	50000	50000	0.00629766	0.643096
m_asin(CRS)	CRS	double	60000	60000	0.00768663	0.632267
m_asin(CRS)	CRS	double	70000	70000	0.00883743	0.64159
m_asin(CRS)	CRS	double	80000	80000	0.0101515	0.638332
m_asin(CRS)	CRS	double	90000	90000	0.0113301	0.643417
m_asin(CRS)	CRS	double	100000	100000	0.0124679	0.649667
