func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.0152452
convert(COO,CRS)	CRS	float	20000	20000	0.0262202
convert(COO,CRS)	CRS	float	30000	30000	0.0507151
convert(COO,CRS)	CRS	float	40000	40000	0.0659276
convert(COO,CRS)	CRS	float	50000	50000	0.0812909
convert(COO,CRS)	CRS	float	60000	60000	0.0992818
convert(COO,CRS)	CRS	float	70000	70000	0.109483
convert(COO,CRS)	CRS	float	80000	80000	0.125942
convert(COO,CRS)	CRS	float	90000	90000	0.113457
convert(COO,CRS)	CRS	float	100000	100000	0.127288
convert(COO,CRS)	CRS	double	10000	10000	0.00668546
convert(COO,CRS)	CRS	double	20000	20000	0.0178779
convert(COO,CRS)	CRS	double	30000	30000	0.0577913
convert(COO,CRS)	CRS	double	40000	40000	0.0757986
convert(COO,CRS)	CRS	double	50000	50000	0.0961788
convert(COO,CRS)	CRS	double	60000	60000	0.121241
convert(COO,CRS)	CRS	double	70000	70000	0.125557
convert(COO,CRS)	CRS	double	80000	80000	0.144072
convert(COO,CRS)	CRS	double	90000	90000	0.162424
convert(COO,CRS)	CRS	double	100000	100000	0.19629
