func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00626142	319.417
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0144934	465.729
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0441204	362.644
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.082495	378.811
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.10473	515.612
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.176978	484.524
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238741	536.145
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.336153	542.164
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.475046	526.265
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0102836	194.485
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0440979	153.069
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.063722	251.091
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.117923	265.004
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.203395	265.493
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.322813	265.634
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.486275	263.225
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.683373	266.692
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.947575	263.831
