func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(Dense)	Dense	float	1000	1000	0.000152328	6.56477
m_ceil(Dense)	Dense	float	2000	2000	0.000436018	9.17393
m_ceil(Dense)	Dense	float	3000	3000	0.000910714	9.88236
m_ceil(Dense)	Dense	float	4000	4000	0.00157185	10.1791
m_ceil(Dense)	Dense	float	5000	5000	0.00242328	10.3166
m_ceil(Dense)	Dense	float	6000	6000	0.00346948	10.3762
m_ceil(Dense)	Dense	float	7000	7000	0.00481612	10.1742
m_ceil(Dense)	Dense	float	8000	8000	0.00637469	10.0397
m_ceil(Dense)	Dense	float	9000	9000	0.00790224	10.2503
m_ceil(Dense)	Dense	float	10000	10000	0.00968863	10.3214
m_ceil(Dense)	Dense	double	1000	1000	0.000225035	4.44375
m_ceil(Dense)	Dense	double	2000	2000	0.000735473	5.43867
m_ceil(Dense)	Dense	double	3000	3000	0.00151942	5.92331
m_ceil(Dense)	Dense	double	4000	4000	0.00265447	6.02756
m_ceil(Dense)	Dense	double	5000	5000	0.00420338	5.9476
m_ceil(Dense)	Dense	double	6000	6000	0.00607164	5.9292
m_ceil(Dense)	Dense	double	7000	7000	0.00819705	5.97776
m_ceil(Dense)	Dense	double	8000	8000	0.0106192	6.02684
m_ceil(Dense)	Dense	double	9000	9000	0.013366	6.06016
m_ceil(Dense)	Dense	double	10000	10000	0.0164455	6.08071
