func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00491748	406.713
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0134939	500.227
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0308016	519.454
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0617644	505.955
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.103863	519.915
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.163973	522.951
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.23876	536.104
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.335942	542.505
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.46605	536.423
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0090547	220.88
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0277727	243.044
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0669751	238.895
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119475	261.56
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.205259	263.083
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.318939	268.86
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.475788	269.027
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.669611	272.173
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.917842	272.378
