func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00660606
convert(COO,CRS)	CRS	float	20000	20000	0.0121386
convert(COO,CRS)	CRS	float	30000	30000	0.0232755
convert(COO,CRS)	CRS	float	40000	40000	0.0307136
convert(COO,CRS)	CRS	float	50000	50000	0.0382597
convert(COO,CRS)	CRS	float	60000	60000	0.0448824
convert(COO,CRS)	CRS	float	70000	70000	0.0531193
convert(COO,CRS)	CRS	float	80000	80000	0.0597639
convert(COO,CRS)	CRS	float	90000	90000	0.0672885
convert(COO,CRS)	CRS	float	100000	100000	0.0747546
convert(COO,CRS)	CRS	double	10000	10000	0.00494167
convert(COO,CRS)	CRS	double	20000	20000	0.0133587
convert(COO,CRS)	CRS	double	30000	30000	0.0282025
convert(COO,CRS)	CRS	double	40000	40000	0.037666
convert(COO,CRS)	CRS	double	50000	50000	0.0469411
convert(COO,CRS)	CRS	double	60000	60000	0.0621929
convert(COO,CRS)	CRS	double	70000	70000	0.077055
convert(COO,CRS)	CRS	double	80000	80000	0.0820311
convert(COO,CRS)	CRS	double	90000	90000	0.092401
convert(COO,CRS)	CRS	double	100000	100000	0.10292
