func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00245377
convert(COO,Dense)	Dense	float	2000	2000	0.00556348
convert(COO,Dense)	Dense	float	3000	3000	0.016718
convert(COO,Dense)	Dense	float	4000	4000	0.0291864
convert(COO,Dense)	Dense	float	5000	5000	0.0446472
convert(COO,Dense)	Dense	float	6000	6000	0.063318
convert(COO,Dense)	Dense	float	7000	7000	0.0851865
convert(COO,Dense)	Dense	float	8000	8000	0.109612
convert(COO,Dense)	Dense	float	9000	9000	0.136121
convert(COO,Dense)	Dense	float	10000	10000	0.16811
convert(COO,Dense)	Dense	double	1000	1000	0.00286437
convert(COO,Dense)	Dense	double	2000	2000	0.0087454
convert(COO,Dense)	Dense	double	3000	3000	0.0309659
convert(COO,Dense)	Dense	double	4000	4000	0.0542733
convert(COO,Dense)	Dense	double	5000	5000	0.0838414
convert(COO,Dense)	Dense	double	6000	6000	0.119395
convert(COO,Dense)	Dense	double	7000	7000	0.16077
convert(COO,Dense)	Dense	double	8000	8000	0.207944
convert(COO,Dense)	Dense	double	9000	9000	0.26215
convert(COO,Dense)	Dense	double	10000	10000	0.320435
