func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00270226	59.9498
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00614612	59.3057
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0111696	58.0147
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0195691	51.7398
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0310116	47.0146
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0149972	10.802
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0326745	11.1555
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0559331	11.5853
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0875789	11.561
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.12625	11.5485
