func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00243825
convert(COO,Dense)	Dense	float	2000	2000	0.00599773
convert(COO,Dense)	Dense	float	3000	3000	0.0333089
convert(COO,Dense)	Dense	float	4000	4000	0.063486
convert(COO,Dense)	Dense	float	5000	5000	0.0972934
convert(COO,Dense)	Dense	float	6000	6000	0.138872
convert(COO,Dense)	Dense	float	7000	7000	0.187245
convert(COO,Dense)	Dense	float	8000	8000	0.240183
convert(COO,Dense)	Dense	float	9000	9000	0.300731
convert(COO,Dense)	Dense	float	10000	10000	0.366377
convert(COO,Dense)	Dense	double	1000	1000	0.00343053
convert(COO,Dense)	Dense	double	2000	2000	0.0114546
convert(COO,Dense)	Dense	double	3000	3000	0.0679854
convert(COO,Dense)	Dense	double	4000	4000	0.119268
convert(COO,Dense)	Dense	double	5000	5000	0.185655
convert(COO,Dense)	Dense	double	6000	6000	0.264419
convert(COO,Dense)	Dense	double	7000	7000	0.355728
convert(COO,Dense)	Dense	double	8000	8000	0.461587
convert(COO,Dense)	Dense	double	9000	9000	0.574851
convert(COO,Dense)	Dense	double	10000	10000	0.65025
