func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	vector	float	1000	2.47963e-05	0.0403285	0.322628
tanh	vector	float	10000	5.13269e-05	0.194829	1.55864
tanh	vector	float	100000	0.000352827	0.283425	2.2674
tanh	vector	float	1000000	0.00136628	0.731914	5.85531
tanh	vector	float	10000000	0.0139661	0.716022	5.72818
tanh	vector	float	100000000	0.137655	0.726456	5.81165
tanh	vector	double	1000	2.08235e-05	0.0480226	0.768361
tanh	vector	double	10000	2.26947e-05	0.440632	7.0501
tanh	vector	double	100000	0.000368241	0.271561	4.34498
tanh	vector	double	1000000	0.00119706	0.835381	13.3661
tanh	vector	double	10000000	0.012247	0.816524	13.0644
tanh	vector	double	100000000	0.122171	0.818526	13.0964
