func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.000750376	1.33266
m_asinh(Dense)	Dense	float	2000	2000	0.00145397	2.75109
m_asinh(Dense)	Dense	float	3000	3000	0.00363499	2.47594
m_asinh(Dense)	Dense	float	4000	4000	0.00609333	2.62582
m_asinh(Dense)	Dense	float	5000	5000	0.00954355	2.61957
m_asinh(Dense)	Dense	float	6000	6000	0.0136255	2.64211
m_asinh(Dense)	Dense	float	7000	7000	0.0184891	2.65022
m_asinh(Dense)	Dense	float	8000	8000	0.0243356	2.62989
m_asinh(Dense)	Dense	float	9000	9000	0.0303324	2.67041
m_asinh(Dense)	Dense	float	10000	10000	0.0371237	2.6937
m_asinh(Dense)	Dense	double	1000	1000	0.000765137	1.30696
m_asinh(Dense)	Dense	double	2000	2000	0.00303321	1.31873
m_asinh(Dense)	Dense	double	3000	3000	0.00670284	1.34272
m_asinh(Dense)	Dense	double	4000	4000	0.0119019	1.34432
m_asinh(Dense)	Dense	double	5000	5000	0.0185677	1.34642
m_asinh(Dense)	Dense	double	6000	6000	0.0265254	1.35719
m_asinh(Dense)	Dense	double	7000	7000	0.0356698	1.37371
m_asinh(Dense)	Dense	double	8000	8000	0.0460386	1.39014
m_asinh(Dense)	Dense	double	9000	9000	0.0576084	1.40604
m_asinh(Dense)	Dense	double	10000	10000	0.0706574	1.41528
