func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00115435
convert(COO,Dense)	Dense	float	2000	2000	0.00405607
convert(COO,Dense)	Dense	float	3000	3000	0.0146889
convert(COO,Dense)	Dense	float	4000	4000	0.023741
convert(COO,Dense)	Dense	float	5000	5000	0.0355937
convert(COO,Dense)	Dense	float	6000	6000	0.0490843
convert(COO,Dense)	Dense	float	7000	7000	0.0649142
convert(COO,Dense)	Dense	float	8000	8000	0.0825294
convert(COO,Dense)	Dense	float	9000	9000	0.102704
convert(COO,Dense)	Dense	float	10000	10000	0.125613
convert(COO,Dense)	Dense	double	1000	1000	0.00166522
convert(COO,Dense)	Dense	double	2000	2000	0.0075828
convert(COO,Dense)	Dense	double	3000	3000	0.0249616
convert(COO,Dense)	Dense	double	4000	4000	0.0424505
convert(COO,Dense)	Dense	double	5000	5000	0.0638836
convert(COO,Dense)	Dense	double	6000	6000	0.0896255
convert(COO,Dense)	Dense	double	7000	7000	0.120366
convert(COO,Dense)	Dense	double	8000	8000	0.156137
convert(COO,Dense)	Dense	double	9000	9000	0.196457
convert(COO,Dense)	Dense	double	10000	10000	0.242572
