func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asin(CRS)	CRS	float	10000	10000	0.000564	1.43617
m_asin(CRS)	CRS	float	20000	20000	0.00106919	1.51516
m_asin(CRS)	CRS	float	30000	30000	0.00205456	1.18274
m_asin(CRS)	CRS	float	40000	40000	0.00269721	1.20124
m_asin(CRS)	CRS	float	50000	50000	0.00328654	1.2323
m_asin(CRS)	CRS	float	60000	60000	0.00394699	1.23132
m_asin(CRS)	CRS	float	70000	70000	0.00456708	1.24149
m_asin(CRS)	CRS	float	80000	80000	0.00519335	1.24775
m_asin(CRS)	CRS	float	90000	90000	0.00574605	1.2687
m_asin(CRS)	CRS	float	100000	100000	0.00666235	1.21579
m_asin(CRS)	CRS	double	10000	10000	0.0010505	0.771061
m_asin(CRS)	CRS	double	20000	20000	0.00257639	0.628786
m_asin(CRS)	CRS	double	30000	30000	0.00386689	0.628413
m_asin(CRS)	CRS	double	40000	40000	0.00515151	0.628942
m_asin(CRS)	CRS	double	50000	50000	0.00627841	0.645068
m_asin(CRS)	CRS	double	60000	60000	0.00757023	0.641989
m_asin(CRS)	CRS	double	70000	70000	0.00883662	0.641648
m_asin(CRS)	CRS	double	80000	80000	0.0100173	0.646878
m_asin(CRS)	CRS	double	90000	90000	0.0111683	0.652738
m_asin(CRS)	CRS	double	100000	100000	0.0120076	0.674574
