func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(CRS)	CRS	float	10000	10000	0.00111881	0.723982
m_floor(CRS)	CRS	float	20000	20000	0.000286133	5.66171
m_floor(CRS)	CRS	float	30000	30000	0.000297484	8.16849
m_floor(CRS)	CRS	float	40000	40000	0.000549841	5.89262
m_floor(CRS)	CRS	float	50000	50000	0.00124315	3.25785
m_floor(CRS)	CRS	float	60000	60000	0.00251248	1.93434
m_floor(CRS)	CRS	float	70000	70000	0.00327049	1.73369
m_floor(CRS)	CRS	float	80000	80000	0.00477744	1.35637
m_floor(CRS)	CRS	float	90000	90000	0.00765417	0.952422
m_floor(CRS)	CRS	float	100000	100000	0.0105268	0.769462
m_floor(CRS)	CRS	double	10000	10000	0.000195102	4.15168
m_floor(CRS)	CRS	double	20000	20000	0.00141999	1.14085
m_floor(CRS)	CRS	double	30000	30000	0.00589397	0.412286
m_floor(CRS)	CRS	double	40000	40000	0.00289463	1.11931
m_floor(CRS)	CRS	double	50000	50000	0.0124193	0.326107
m_floor(CRS)	CRS	double	60000	60000	0.0114134	0.425816
m_floor(CRS)	CRS	double	70000	70000	0.0120738	0.469611
m_floor(CRS)	CRS	double	80000	80000	0.0116648	0.55552
m_floor(CRS)	CRS	double	90000	90000	0.0119913	0.607942
m_floor(CRS)	CRS	double	100000	100000	0.0225399	0.359363
