func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(Dense)	Dense	float	1000	1000	0.00316918	0.315539
m_atan(Dense)	Dense	float	2000	2000	0.00820606	0.487445
m_atan(Dense)	Dense	float	3000	3000	0.0175624	0.51246
m_atan(Dense)	Dense	float	4000	4000	0.0282893	0.565585
m_atan(Dense)	Dense	float	5000	5000	0.044522	0.56152
m_atan(Dense)	Dense	float	6000	6000	0.0630592	0.570892
m_atan(Dense)	Dense	float	7000	7000	0.0879103	0.557386
m_atan(Dense)	Dense	float	8000	8000	0.118481	0.540172
m_atan(Dense)	Dense	float	9000	9000	0.152703	0.530441
m_atan(Dense)	Dense	float	10000	10000	0.18821	0.531321
m_atan(Dense)	Dense	double	1000	1000	0.0024352	0.410644
m_atan(Dense)	Dense	double	2000	2000	0.00992615	0.402976
m_atan(Dense)	Dense	double	3000	3000	0.019967	0.450743
m_atan(Dense)	Dense	double	4000	4000	0.0380159	0.420877
m_atan(Dense)	Dense	double	5000	5000	0.0640391	0.390387
m_atan(Dense)	Dense	double	6000	6000	0.086882	0.414355
m_atan(Dense)	Dense	double	7000	7000	0.122934	0.398586
m_atan(Dense)	Dense	double	8000	8000	0.146949	0.435526
m_atan(Dense)	Dense	double	9000	9000	0.185437	0.436806
m_atan(Dense)	Dense	double	10000	10000	0.224108	0.446214
