func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sign(CRS)	CRS	float	10000	10000	0.00142511	0.568377
m_sign(CRS)	CRS	float	20000	20000	0.000265214	6.10827
m_sign(CRS)	CRS	float	30000	30000	0.000455314	5.33697
m_sign(CRS)	CRS	float	40000	40000	0.000478258	6.77458
m_sign(CRS)	CRS	float	50000	50000	0.000626329	6.46625
m_sign(CRS)	CRS	float	60000	60000	0.00106241	4.57449
m_sign(CRS)	CRS	float	70000	70000	0.00219804	2.57957
m_sign(CRS)	CRS	float	80000	80000	0.00340666	1.90216
m_sign(CRS)	CRS	float	90000	90000	0.00453472	1.6076
m_sign(CRS)	CRS	float	100000	100000	0.00575519	1.40742
m_sign(CRS)	CRS	double	10000	10000	0.000155179	5.21977
m_sign(CRS)	CRS	double	20000	20000	0.000346458	4.6759
m_sign(CRS)	CRS	double	30000	30000	0.00107292	2.26484
m_sign(CRS)	CRS	double	40000	40000	0.00336377	0.963204
m_sign(CRS)	CRS	double	50000	50000	0.00570823	0.709502
m_sign(CRS)	CRS	double	60000	60000	0.00807287	0.602016
m_sign(CRS)	CRS	double	70000	70000	0.00947103	0.598668
m_sign(CRS)	CRS	double	80000	80000	0.0109944	0.589393
m_sign(CRS)	CRS	double	90000	90000	0.0125029	0.583065
m_sign(CRS)	CRS	double	100000	100000	0.0140374	0.57703
