func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0107658	185.774
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0251947	267.913
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0524643	304.97
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.09263	337.364
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.149044	362.309
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.230023	372.788
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.335278	381.773
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.482382	377.813
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.65421	382.141
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0104661	191.093
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.033411	202.029
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0779488	205.263
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.151864	205.776
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.257095	210.039
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.402894	212.835
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.594139	215.438
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.826718	220.45
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.12041	223.133
