func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00931458	214.717
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0211548	319.077
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0532541	300.446
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0682289	458.017
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.11702	461.459
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.161718	530.244
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.246478	519.315
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.361187	504.587
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.487387	512.939
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.010178	196.501
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.028582	236.162
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0746401	214.362
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.114801	272.211
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.203008	266
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.324822	263.991
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.47946	266.967
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.67518	269.928
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.946277	264.193
