func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vecadd	vector	float	1000	3.1289e-06	0.319601	3.83521
vecadd	vector	float	10000	3.2618e-06	3.06579	36.7895
vecadd	vector	float	100000	1.17043e-05	8.54384	102.526
vecadd	vector	float	1000000	0.000158595	6.30538	75.6645
vecadd	vector	float	10000000	0.00538286	1.85775	22.293
vecadd	vector	float	100000000	0.0523125	1.91159	22.9391
vecadd	vector	double	1000	2.77923e-06	0.359811	8.63548
vecadd	vector	double	10000	3.08447e-06	3.24205	77.8092
vecadd	vector	double	100000	7.1084e-06	14.0679	337.629
vecadd	vector	double	1000000	0.00108335	0.923059	22.1534
vecadd	vector	double	10000000	0.0106492	0.939036	22.5369
vecadd	vector	double	100000000	0.104664	0.955439	22.9305
