func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_ceil(Dense)	Dense	float	1000	1000	0.000152583	6.55381
m_ceil(Dense)	Dense	float	2000	2000	0.000435719	9.18022
m_ceil(Dense)	Dense	float	3000	3000	0.000910935	9.87996
m_ceil(Dense)	Dense	float	4000	4000	0.00157297	10.1718
m_ceil(Dense)	Dense	float	5000	5000	0.00242434	10.3121
m_ceil(Dense)	Dense	float	6000	6000	0.00348514	10.3296
m_ceil(Dense)	Dense	float	7000	7000	0.00479854	10.2114
m_ceil(Dense)	Dense	float	8000	8000	0.00633302	10.1058
m_ceil(Dense)	Dense	float	9000	9000	0.00790071	10.2522
m_ceil(Dense)	Dense	float	10000	10000	0.00969467	10.3149
m_ceil(Dense)	Dense	double	1000	1000	0.000245536	4.07272
m_ceil(Dense)	Dense	double	2000	2000	0.000790755	5.05846
m_ceil(Dense)	Dense	double	3000	3000	0.00153147	5.8767
m_ceil(Dense)	Dense	double	4000	4000	0.00266608	6.00132
m_ceil(Dense)	Dense	double	5000	5000	0.00420954	5.93889
m_ceil(Dense)	Dense	double	6000	6000	0.0060723	5.92856
m_ceil(Dense)	Dense	double	7000	7000	0.0081975	5.97743
m_ceil(Dense)	Dense	double	8000	8000	0.0106143	6.02962
m_ceil(Dense)	Dense	double	9000	9000	0.0133684	6.05908
m_ceil(Dense)	Dense	double	10000	10000	0.0164516	6.07844
