func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	8.01568e-05	12.4755	99.8043
mscal(Dense)	Dense	float	2000	2000	0.00117028	3.41799	27.3439
mscal(Dense)	Dense	float	3000	3000	0.00334452	2.69097	21.5277
mscal(Dense)	Dense	float	4000	4000	0.00594644	2.69069	21.5255
mscal(Dense)	Dense	float	5000	5000	0.00926367	2.69872	21.5897
mscal(Dense)	Dense	float	6000	6000	0.0133638	2.69383	21.5507
mscal(Dense)	Dense	float	7000	7000	0.0181391	2.70135	21.6108
mscal(Dense)	Dense	float	8000	8000	0.0236219	2.70935	21.6748
mscal(Dense)	Dense	float	9000	9000	0.0296811	2.72901	21.8321
mscal(Dense)	Dense	float	10000	10000	0.0364	2.74725	21.978
mscal(Dense)	Dense	double	1000	1000	0.000115459	8.66111	138.578
mscal(Dense)	Dense	double	2000	2000	0.00295284	1.35463	21.674
mscal(Dense)	Dense	double	3000	3000	0.00666323	1.3507	21.6111
mscal(Dense)	Dense	double	4000	4000	0.0118424	1.35108	21.6173
mscal(Dense)	Dense	double	5000	5000	0.0184463	1.35529	21.6846
mscal(Dense)	Dense	double	6000	6000	0.026439	1.36162	21.786
mscal(Dense)	Dense	double	7000	7000	0.0355295	1.37914	22.0662
mscal(Dense)	Dense	double	8000	8000	0.0457917	1.39763	22.3621
mscal(Dense)	Dense	double	9000	9000	0.0573814	1.41161	22.5857
mscal(Dense)	Dense	double	10000	10000	0.0702298	1.4239	22.7823
