func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_pow(CRS,CRS)	CRS	float	10000	10000	0.00237487	0.682142	2.72857
sm_pow(CRS,CRS)	CRS	float	20000	20000	0.00407372	0.795341	3.18136
sm_pow(CRS,CRS)	CRS	float	30000	30000	0.00570551	0.851808	3.40723
sm_pow(CRS,CRS)	CRS	float	40000	40000	0.00658797	0.983611	3.93444
sm_pow(CRS,CRS)	CRS	float	50000	50000	0.00823497	0.98361	3.93444
sm_pow(CRS,CRS)	CRS	float	60000	60000	0.00977799	0.994069	3.97628
sm_pow(CRS,CRS)	CRS	float	70000	70000	0.0114006	0.994684	3.97873
sm_pow(CRS,CRS)	CRS	float	80000	80000	0.0138297	0.93711	3.74844
sm_pow(CRS,CRS)	CRS	float	90000	90000	0.0153905	0.947341	3.78936
sm_pow(CRS,CRS)	CRS	float	100000	100000	0.0169066	0.958204	3.83282
sm_pow(CRS,CRS)	CRS	double	10000	10000	0.00237511	0.682072	5.45658
sm_pow(CRS,CRS)	CRS	double	20000	20000	0.00471074	0.68779	5.50232
sm_pow(CRS,CRS)	CRS	double	30000	30000	0.00701224	0.693074	5.54459
sm_pow(CRS,CRS)	CRS	double	40000	40000	0.00937023	0.691552	5.53241
sm_pow(CRS,CRS)	CRS	double	50000	50000	0.0115429	0.70173	5.61384
sm_pow(CRS,CRS)	CRS	double	60000	60000	0.0145781	0.666755	5.33404
sm_pow(CRS,CRS)	CRS	double	70000	70000	0.0172783	0.656313	5.25051
sm_pow(CRS,CRS)	CRS	double	80000	80000	0.0191183	0.677886	5.42309
sm_pow(CRS,CRS)	CRS	double	90000	90000	0.0232275	0.627703	5.02162
sm_pow(CRS,CRS)	CRS	double	100000	100000	0.0237635	0.681719	5.45375
