func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0082408	242.695
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0259788	259.828
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0620671	257.786
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.117393	266.2
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.213441	252.997
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.33765	253.961
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.481916	265.606
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.697184	261.409
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.95158	262.721
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0160528	124.589
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0541144	124.736
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.127275	125.712
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.251618	124.196
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.425349	126.955
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.679734	126.152
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.00031	127.96
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.44042	126.525
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.95653	127.777
