func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(Dense)	Dense	float	1000	1000	0.000572733	1.74601
m_sinh(Dense)	Dense	float	2000	2000	0.00187141	2.13742
m_sinh(Dense)	Dense	float	3000	3000	0.00418853	2.14872
m_sinh(Dense)	Dense	float	4000	4000	0.00740712	2.16008
m_sinh(Dense)	Dense	float	5000	5000	0.0116056	2.15414
m_sinh(Dense)	Dense	float	6000	6000	0.0168469	2.13689
m_sinh(Dense)	Dense	float	7000	7000	0.0231777	2.1141
m_sinh(Dense)	Dense	float	8000	8000	0.0296344	2.15966
m_sinh(Dense)	Dense	float	9000	9000	0.0375918	2.15473
m_sinh(Dense)	Dense	float	10000	10000	0.0462814	2.1607
m_sinh(Dense)	Dense	double	1000	1000	0.000983116	1.01717
m_sinh(Dense)	Dense	double	2000	2000	0.00280782	1.42459
m_sinh(Dense)	Dense	double	3000	3000	0.00622954	1.44473
m_sinh(Dense)	Dense	double	4000	4000	0.0109999	1.45455
m_sinh(Dense)	Dense	double	5000	5000	0.0171576	1.45708
m_sinh(Dense)	Dense	double	6000	6000	0.0248435	1.44907
m_sinh(Dense)	Dense	double	7000	7000	0.0338914	1.4458
m_sinh(Dense)	Dense	double	8000	8000	0.0440524	1.45281
m_sinh(Dense)	Dense	double	9000	9000	0.0555643	1.45777
m_sinh(Dense)	Dense	double	10000	10000	0.0700542	1.42747
