func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(Dense,Dense,Dense)	Dense	float	1000	1000	0.000144767	6.90767	82.892
mm_div(Dense,Dense,Dense)	Dense	float	2000	2000	0.00213622	1.87247	22.4696
mm_div(Dense,Dense,Dense)	Dense	float	3000	3000	0.00472853	1.90334	22.8401
mm_div(Dense,Dense,Dense)	Dense	float	4000	4000	0.00836464	1.91281	22.9538
mm_div(Dense,Dense,Dense)	Dense	float	5000	5000	0.0131605	1.89962	22.7954
mm_div(Dense,Dense,Dense)	Dense	float	6000	6000	0.0189631	1.89842	22.7811
mm_div(Dense,Dense,Dense)	Dense	float	7000	7000	0.0255959	1.91437	22.9724
mm_div(Dense,Dense,Dense)	Dense	float	8000	8000	0.0338702	1.88957	22.6748
mm_div(Dense,Dense,Dense)	Dense	float	9000	9000	0.0436435	1.85595	22.2714
mm_div(Dense,Dense,Dense)	Dense	float	10000	10000	0.0538406	1.85733	22.288
mm_div(Dense,Dense,Dense)	Dense	double	1000	1000	0.00107512	0.930125	22.323
mm_div(Dense,Dense,Dense)	Dense	double	2000	2000	0.00422858	0.945944	22.7027
mm_div(Dense,Dense,Dense)	Dense	double	3000	3000	0.00950678	0.946693	22.7206
mm_div(Dense,Dense,Dense)	Dense	double	4000	4000	0.0169713	0.942769	22.6265
mm_div(Dense,Dense,Dense)	Dense	double	5000	5000	0.0262406	0.952724	22.8654
mm_div(Dense,Dense,Dense)	Dense	double	6000	6000	0.0384262	0.93686	22.4846
mm_div(Dense,Dense,Dense)	Dense	double	7000	7000	0.0527954	0.928112	22.2747
mm_div(Dense,Dense,Dense)	Dense	double	8000	8000	0.0690103	0.927397	22.2575
mm_div(Dense,Dense,Dense)	Dense	double	9000	9000	0.0865605	0.935761	22.4583
mm_div(Dense,Dense,Dense)	Dense	double	10000	10000	0.106178	0.941813	22.6035
