func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	0.000180121	5.55181	44.4145
mscal(Dense)	Dense	float	2000	2000	0.000540504	7.4005	59.204
mscal(Dense)	Dense	float	3000	3000	0.00113856	7.90474	63.2379
mscal(Dense)	Dense	float	4000	4000	0.00195919	8.16665	65.3332
mscal(Dense)	Dense	float	5000	5000	0.00273261	9.14877	73.1902
mscal(Dense)	Dense	float	6000	6000	0.0035049	10.2713	82.1707
mscal(Dense)	Dense	float	7000	7000	0.00470776	10.4084	83.2668
mscal(Dense)	Dense	float	8000	8000	0.00665997	9.60965	76.8772
mscal(Dense)	Dense	float	9000	9000	0.00780906	10.3726	82.9805
mscal(Dense)	Dense	float	10000	10000	0.00986504	10.1368	81.0944
mscal(Dense)	Dense	double	1000	1000	0.000359427	2.78221	44.5153
mscal(Dense)	Dense	double	2000	2000	0.000843914	4.73982	75.8371
mscal(Dense)	Dense	double	3000	3000	0.00152115	5.91659	94.6654
mscal(Dense)	Dense	double	4000	4000	0.00265619	6.02366	96.3786
mscal(Dense)	Dense	double	5000	5000	0.0043176	5.79025	92.644
mscal(Dense)	Dense	double	6000	6000	0.00605401	5.94647	95.1435
mscal(Dense)	Dense	double	7000	7000	0.00814544	6.01564	96.2502
mscal(Dense)	Dense	double	8000	8000	0.0105843	6.04668	96.7469
mscal(Dense)	Dense	double	9000	9000	0.0133401	6.07193	97.1509
mscal(Dense)	Dense	double	10000	10000	0.0164394	6.08293	97.3269
