func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(CRS)	CRS	float	10000	10000	0.000312471	2.59224
m_sinh(CRS)	CRS	float	20000	20000	0.000561279	2.88626
m_sinh(CRS)	CRS	float	30000	30000	0.00081219	2.99191
m_sinh(CRS)	CRS	float	40000	40000	0.00106274	3.04873
m_sinh(CRS)	CRS	float	50000	50000	0.00131316	3.08417
m_sinh(CRS)	CRS	float	60000	60000	0.00163492	2.97262
m_sinh(CRS)	CRS	float	70000	70000	0.00171888	3.29866
m_sinh(CRS)	CRS	float	80000	80000	0.00195671	3.31169
m_sinh(CRS)	CRS	float	90000	90000	0.00200153	3.64222
m_sinh(CRS)	CRS	float	100000	100000	0.00192236	4.21357
m_sinh(CRS)	CRS	double	10000	10000	0.00160862	0.503538
m_sinh(CRS)	CRS	double	20000	20000	0.00315772	0.513029
m_sinh(CRS)	CRS	double	30000	30000	0.00470846	0.516092
m_sinh(CRS)	CRS	double	40000	40000	0.00669013	0.484296
m_sinh(CRS)	CRS	double	50000	50000	0.00792691	0.510918
m_sinh(CRS)	CRS	double	60000	60000	0.00953249	0.509835
m_sinh(CRS)	CRS	double	70000	70000	0.0110814	0.511669
m_sinh(CRS)	CRS	double	80000	80000	0.0126591	0.511885
m_sinh(CRS)	CRS	double	90000	90000	0.0142357	0.512095
m_sinh(CRS)	CRS	double	100000	100000	0.0157733	0.513526
