func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00146296	0.110734	0.664405
matadd(CRS,CRS,CRS)	float	2000	2000	0.00202115	0.160305	0.961828
matadd(CRS,CRS,CRS)	float	4000	4000	0.00310523	0.20868	1.25208
matadd(CRS,CRS,CRS)	float	8000	8000	0.00512069	0.253091	1.51855
matadd(CRS,CRS,CRS)	float	16000	16000	0.00872625	0.297035	1.78221
matadd(CRS,CRS,CRS)	float	32000	32000	0.0153226	0.338324	2.02994
matadd(CRS,CRS,CRS)	float	64000	64000	0.0281413	0.368427	2.21056
matadd(CRS,CRS,CRS)	double	1000	1000	0.00129884	0.124727	1.49672
matadd(CRS,CRS,CRS)	double	2000	2000	0.00196502	0.164884	1.97861
matadd(CRS,CRS,CRS)	double	4000	4000	0.00300891	0.21536	2.58432
matadd(CRS,CRS,CRS)	double	8000	8000	0.00518171	0.250111	3.00133
matadd(CRS,CRS,CRS)	double	16000	16000	0.00976072	0.265554	3.18665
matadd(CRS,CRS,CRS)	double	32000	32000	0.0183108	0.283111	3.39734
matadd(CRS,CRS,CRS)	double	64000	64000	0.035917	0.288665	3.46398
