func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000502381	0.00398104	0.0159242
dot	float	2000	0.000516818	0.00773967	0.0309587
dot	float	4000	0.000512559	0.015608	0.0624318
dot	float	8000	0.000513147	0.0311801	0.124721
dot	float	16000	0.000512307	0.0624625	0.24985
dot	float	32000	0.000512323	0.124921	0.499684
dot	float	64000	0.000540188	0.236955	0.947818
dot	float	128000	0.000736001	0.347826	1.3913
dot	float	256000	0.000760252	0.673461	2.69385
dot	float	512000	0.000772516	1.32554	5.30215
dot	float	1024000	0.000818084	2.50341	10.0136
dot	float	2048000	0.000897185	4.56539	18.2616
dot	float	4096000	0.00105105	7.7941	31.1764
dot	float	8192000	0.00137331	11.9303	47.7211
dot	float	16384000	0.00201434	16.2674	65.0695
dot	float	32768000	0.00323036	20.2875	81.15
dot	float	65536000	0.00576996	22.7163	90.8651
dot	double	1000	0.000687755	0.00290801	0.0232641
dot	double	2000	0.000671915	0.00595313	0.047625
dot	double	4000	0.000670956	0.0119233	0.0953863
dot	double	8000	0.000473551	0.0337873	0.270298
dot	double	16000	0.000474299	0.0674679	0.539744
dot	double	32000	0.000465891	0.137371	1.09897
dot	double	64000	0.000476164	0.268815	2.15052
dot	double	128000	0.000472223	0.542117	4.33694
dot	double	256000	0.000496977	1.03023	8.24183
dot	double	512000	0.000527581	1.94093	15.5275
dot	double	1024000	0.000631005	3.24561	25.9649
dot	double	2048000	0.000786284	5.20932	41.6745
dot	double	4096000	0.00110841	7.39079	59.1263
dot	double	8192000	0.00174112	9.41003	75.2802
dot	double	16384000	0.00302819	10.821	86.5679
dot	double	32768000	0.0055535	11.8008	94.4067
dot	double	65536000	0.0106182	12.3441	98.7531
