func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	7.0425e-06	0.28399	1.70394
axpyz	float	2000	6.7882e-06	0.589258	3.53555
axpyz	float	4000	8.5175e-06	0.939243	5.63546
axpyz	float	8000	7.4265e-06	2.15445	12.9267
axpyz	float	16000	7.0946e-06	4.51047	27.0628
axpyz	float	32000	9.5463e-06	6.70417	40.225
axpyz	float	64000	8.9619e-06	14.2827	85.6961
axpyz	float	128000	9.805e-06	26.1091	156.655
axpyz	float	256000	1.23063e-05	41.6047	249.628
axpyz	float	512000	2.27079e-05	45.0944	270.567
axpyz	float	1024000	4.1166e-05	49.7498	298.499
axpyz	float	2048000	7.68328e-05	53.3106	319.863
axpyz	float	4096000	0.00258957	3.16346	18.9808
axpyz	float	8192000	0.00602494	2.71937	16.3162
axpyz	float	16384000	0.00514884	6.36415	38.1849
axpyz	float	32768000	0.0256194	2.55806	15.3483
axpyz	float	65536000	0.057267	2.28879	13.7327
axpyz	double	1000	8.0949e-06	0.247069	2.96483
axpyz	double	2000	7.7926e-06	0.513307	6.15969
axpyz	double	4000	7.3797e-06	1.08405	13.0087
axpyz	double	8000	8.2333e-06	1.94333	23.3199
axpyz	double	16000	8.0628e-06	3.96884	47.6261
axpyz	double	32000	8.7942e-06	7.27752	87.3303
axpyz	double	64000	1.06443e-05	12.0252	144.303
axpyz	double	128000	1.32787e-05	19.279	231.348
axpyz	double	256000	2.62048e-05	19.5384	234.461
axpyz	double	512000	4.38989e-05	23.3263	279.916
axpyz	double	1024000	8.66166e-05	23.6444	283.733
axpyz	double	2048000	0.00240685	1.70181	20.4217
axpyz	double	4096000	0.00946851	0.865183	10.3822
axpyz	double	8192000	0.0196629	0.833246	9.99895
axpyz	double	16384000	0.0437919	0.748266	8.97919
axpyz	double	32768000	0.0777903	0.84247	10.1096
axpyz	double	65536000	0.163233	0.802976	9.63571
