func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.133e-07	6.38366	38.3019
axpy	float	2000	3.704e-07	10.7991	64.7948
axpy	float	4000	7.553e-07	10.5918	63.5509
axpy	float	8000	1.9888e-06	8.04505	48.2703
axpy	float	16000	5.3905e-06	5.93637	35.6182
axpy	float	32000	7.7783e-06	8.22802	49.3681
axpy	float	64000	8.9213e-06	14.3477	86.0861
axpy	float	128000	1.11102e-05	23.0419	138.251
axpy	float	256000	1.3425e-05	38.1378	228.827
axpy	float	512000	1.74314e-05	58.7446	352.467
axpy	float	1024000	3.4465e-05	59.4226	356.536
axpy	float	2048000	5.94129e-05	68.9413	413.648
axpy	float	4096000	0.000121108	67.6422	405.853
axpy	float	8192000	0.00169648	9.65766	57.9459
axpy	float	16384000	0.0139911	2.34207	14.0524
axpy	float	32768000	0.0174881	3.74747	22.4848
axpy	float	65536000	0.014877	8.81038	52.8623
axpy	double	1000	3.531e-07	5.66412	67.9694
axpy	double	2000	7.668e-07	5.21648	62.5978
axpy	double	4000	2.2152e-06	3.61141	43.3369
axpy	double	8000	1.10093e-05	1.45332	17.4398
axpy	double	16000	9.6599e-06	3.31266	39.752
axpy	double	32000	9.7617e-06	6.55624	78.6748
axpy	double	64000	1.08863e-05	11.7579	141.095
axpy	double	128000	1.34546e-05	19.0269	228.323
axpy	double	256000	1.88353e-05	27.183	326.196
axpy	double	512000	3.36077e-05	30.4692	365.63
axpy	double	1024000	5.96774e-05	34.3178	411.814
axpy	double	2048000	0.00016183	25.3104	303.725
axpy	double	4096000	0.00517834	1.58198	18.9837
axpy	double	8192000	0.0138901	1.17954	14.1545
axpy	double	16384000	0.0285566	1.14748	13.7697
axpy	double	32768000	0.0324681	2.01848	24.2217
axpy	double	65536000	0.0562266	2.33114	27.9737
