func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.00183121	1.09217
mv_mul(Dense)	float	2000	2000	6.52017e-05	122.696
mv_mul(Dense)	float	3000	3000	0.000174928	102.9
mv_mul(Dense)	float	4000	4000	0.00500295	6.39623
mv_mul(Dense)	float	5000	5000	0.00941964	5.30806
mv_mul(Dense)	double	1000	1000	0.000137873	14.5061
mv_mul(Dense)	double	2000	2000	0.000146973	54.4318
mv_mul(Dense)	double	3000	3000	0.00578669	3.11059
mv_mul(Dense)	double	4000	4000	0.0129644	2.46829
mv_mul(Dense)	double	5000	5000	0.0207981	2.40406
