func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	0.00183524	0.00108978	0.00653866
vv_mul	float	2000	0.00182709	0.00218928	0.0131357
vv_mul	float	4000	0.00185186	0.00431997	0.0259198
vv_mul	float	8000	0.00187744	0.00852224	0.0511334
vv_mul	float	16000	0.00195613	0.0163588	0.0981531
vv_mul	float	32000	0.00225752	0.0283497	0.170098
vv_mul	float	64000	0.00261145	0.0490149	0.294089
vv_mul	float	128000	0.0036171	0.0707749	0.424649
vv_mul	float	256000	0.00449053	0.114018	0.684107
vv_mul	float	512000	0.00706174	0.145007	0.87004
vv_mul	float	1024000	0.011998	0.170696	1.02417
vv_mul	float	2048000	0.0208845	0.196126	1.17676
vv_mul	float	4096000	0.0398632	0.205503	1.23302
vv_mul	float	8192000	0.081345	0.201414	1.20848
vv_mul	float	16384000	0.15723	0.208409	1.25045
vv_mul	float	32768000	0.310054	0.21137	1.26822
