func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000235428	0.00424758	0.0339807
tanh	float	2000	1.22935e-05	0.162688	1.3015
tanh	float	4000	1.60096e-05	0.24985	1.9988
tanh	float	8000	4.88964e-05	0.163611	1.30889
tanh	float	16000	3.65677e-05	0.437545	3.50036
tanh	float	32000	4.83655e-05	0.661629	5.29303
tanh	float	64000	9.3249e-05	0.686334	5.49068
tanh	float	128000	0.000184822	0.692559	5.54047
tanh	float	256000	0.000369087	0.693604	5.54883
tanh	float	512000	0.000702881	0.728431	5.82745
tanh	float	1024000	0.00124382	0.823269	6.58615
tanh	float	2048000	0.00236191	0.867094	6.93675
tanh	float	4096000	0.00464309	0.882171	7.05737
tanh	float	8192000	0.00943679	0.868092	6.94474
tanh	float	16384000	0.0185114	0.885075	7.0806
tanh	float	32768000	0.0362704	0.903436	7.22749
tanh	float	65536000	0.0722666	0.906864	7.25491
tanh	double	1000	1.29701e-05	0.0771004	1.23361
tanh	double	2000	1.38007e-05	0.14492	2.31872
tanh	double	4000	1.85745e-05	0.215349	3.44558
tanh	double	8000	7.99675e-05	0.100041	1.60065
tanh	double	16000	4.38621e-05	0.36478	5.83647
tanh	double	32000	8.32474e-05	0.384396	6.15034
tanh	double	64000	0.000161699	0.395796	6.33273
tanh	double	128000	0.000391708	0.326774	5.22838
tanh	double	256000	0.000606098	0.422374	6.75798
tanh	double	512000	0.00106853	0.479163	7.66661
tanh	double	1024000	0.0020243	0.505854	8.09367
tanh	double	2048000	0.00397437	0.515302	8.24483
tanh	double	4096000	0.00777528	0.526798	8.42876
tanh	double	8192000	0.0151901	0.539299	8.62879
tanh	double	16384000	0.0303824	0.539259	8.62815
tanh	double	32768000	0.0607546	0.53935	8.62961
tanh	double	65536000	0.121419	0.539749	8.63599
