func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.0201e-06	0.110864	0.443454
sum	float	2000	9.3542e-06	0.213808	0.855231
sum	float	4000	8.7828e-06	0.455436	1.82174
sum	float	8000	9.2554e-06	0.86436	3.45744
sum	float	16000	9.1847e-06	1.74203	6.96811
sum	float	32000	1.06391e-05	3.00777	12.0311
sum	float	64000	1.32765e-05	4.82055	19.2822
sum	float	128000	1.76095e-05	7.2688	29.0752
sum	float	256000	2.70122e-05	9.4772	37.9088
sum	float	512000	4.53066e-05	11.3008	45.2031
sum	float	1024000	8.23853e-05	12.4294	49.7176
sum	float	2048000	0.000157121	13.0345	52.1381
sum	float	4096000	0.000306051	13.3834	53.5335
sum	float	8192000	0.0006513	12.5779	50.3117
sum	float	16384000	0.00152196	10.7651	43.0603
sum	float	32768000	0.0121089	2.70611	10.8244
sum	float	65536000	0.00774203	8.46496	33.8599
sum	double	1000	8.647e-06	0.115647	0.925176
sum	double	2000	8.83e-06	0.226501	1.812
sum	double	4000	8.7149e-06	0.458984	3.67187
sum	double	8000	2.73362e-05	0.292652	2.34122
sum	double	16000	9.7681e-06	1.63798	13.1039
sum	double	32000	1.11678e-05	2.86538	22.923
sum	double	64000	1.28611e-05	4.97625	39.81
sum	double	128000	7.99609e-05	1.60078	12.8063
sum	double	256000	2.75905e-05	9.27856	74.2284
sum	double	512000	4.61585e-05	11.0922	88.7377
sum	double	1024000	8.40924e-05	12.1771	97.4167
sum	double	2048000	0.000157731	12.9842	103.873
sum	double	4096000	0.000309936	13.2156	105.725
sum	double	8192000	0.00522899	1.56665	12.5332
sum	double	16384000	0.0130906	1.25159	10.0127
sum	double	32768000	0.0286662	1.14309	9.14472
sum	double	65536000	0.0129726	5.05188	40.4151
