func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	1.76657e-05	0.113214	0.679282
vv_sub	float	2000	1.72541e-05	0.231829	1.39097
vv_sub	float	4000	1.8597e-05	0.430177	2.58106
vv_sub	float	8000	2.41857e-05	0.661548	3.96929
vv_sub	float	16000	3.05824e-05	1.04635	6.27812
vv_sub	float	32000	5.95865e-05	1.07407	6.44441
vv_sub	float	64000	8.1888e-05	1.56311	9.37866
vv_sub	float	128000	0.000135366	1.89117	11.347
vv_sub	float	256000	0.000248719	2.05855	12.3513
vv_sub	float	512000	0.000486389	2.10531	12.6319
vv_sub	float	1024000	0.00085303	2.40085	14.4051
vv_sub	float	2048000	0.00163785	2.50083	15.005
vv_sub	float	4096000	0.0071862	1.13996	6.83978
vv_sub	float	8192000	0.0149155	1.09845	6.59071
vv_sub	float	16384000	0.0521938	0.627815	3.76689
vv_sub	float	32768000	0.0907339	0.722288	4.33373
vv_sub	float	65536000	0.157142	0.834097	5.00458
vv_sub	double	1000	1.85731e-05	0.107683	1.29219
vv_sub	double	2000	1.787e-05	0.223839	2.68607
vv_sub	double	4000	2.34765e-05	0.340766	4.0892
vv_sub	double	8000	3.01942e-05	0.529903	6.35884
vv_sub	double	16000	4.35012e-05	0.735612	8.82734
vv_sub	double	32000	7.36557e-05	0.868908	10.4269
vv_sub	double	64000	0.00011191	1.14377	13.7253
vv_sub	double	128000	0.000201062	1.27324	15.2788
vv_sub	double	256000	0.000379027	1.35083	16.2099
vv_sub	double	512000	0.000679524	1.50694	18.0832
vv_sub	double	1024000	0.00135088	1.51605	18.1926
vv_sub	double	2048000	0.00678422	0.603754	7.24505
vv_sub	double	4096000	0.0184664	0.443617	5.3234
vv_sub	double	8192000	0.0395777	0.41397	4.96764
vv_sub	double	16384000	0.0992689	0.330093	3.96112
vv_sub	double	32768000	0.196067	0.334252	4.01103
vv_sub	double	65536000	0.306575	0.427536	5.13043
