func	prec	M	N	time[sec]
convert(COO,Dense)	float	1000	1000	0.00280158
convert(COO,Dense)	float	2000	2000	0.00589557
convert(COO,Dense)	float	3000	3000	0.0166962
convert(COO,Dense)	float	4000	4000	0.0295383
convert(COO,Dense)	float	5000	5000	0.0453833
convert(COO,Dense)	double	1000	1000	0.00289239
convert(COO,Dense)	double	2000	2000	0.00932175
convert(COO,Dense)	double	3000	3000	0.0303307
convert(COO,Dense)	double	4000	4000	0.0542299
convert(COO,Dense)	double	5000	5000	0.082857
