func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.0005027	0.00198926	0.00795703
asum	float	2000	0.000505735	0.00395464	0.0158186
asum	float	4000	0.000518785	0.00771033	0.0308413
asum	float	8000	0.00051115	0.015651	0.0626039
asum	float	16000	0.00051411	0.0311217	0.124487
asum	float	32000	0.000515182	0.062114	0.248456
asum	float	64000	0.000516608	0.123885	0.49554
asum	float	128000	0.000515832	0.248143	0.99257
asum	float	256000	0.00074463	0.343795	1.37518
asum	float	512000	0.000754866	0.678266	2.71307
asum	float	1024000	0.000781549	1.31022	5.24088
asum	float	2048000	0.000822609	2.48964	9.95855
asum	float	4096000	0.000912156	4.49046	17.9618
asum	float	8192000	0.00108724	7.53467	30.1387
asum	float	16384000	0.00144316	11.3529	45.4115
asum	float	32768000	0.00212862	15.394	61.5761
asum	float	65536000	0.00341328	19.2003	76.8013
asum	double	1000	0.000701169	0.00142619	0.0114095
asum	double	2000	0.000697299	0.00286821	0.0229457
asum	double	4000	0.000696929	0.00573947	0.0459157
asum	double	8000	0.000786831	0.0101674	0.0813389
asum	double	16000	0.000472494	0.0338629	0.270903
asum	double	32000	0.00046878	0.0682622	0.546098
asum	double	64000	0.000484054	0.132217	1.05773
asum	double	128000	0.000688959	0.185787	1.4863
asum	double	256000	0.000698103	0.366708	2.93367
asum	double	512000	0.000720001	0.71111	5.68888
asum	double	1024000	0.000751164	1.36322	10.9057
asum	double	2048000	0.000827506	2.47491	19.7993
asum	double	4096000	0.000983768	4.16358	33.3087
asum	double	8192000	0.00130402	6.28212	50.2569
asum	double	16384000	0.00195127	8.39657	67.1726
asum	double	32768000	0.00325895	10.0548	80.4381
asum	double	65536000	0.00578599	11.3267	90.6134
