func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.258e-07	8.8574	35.4296	
dot	float	10000	6.1803e-06	3.23609	12.9444	
dot	float	100000	1.01428e-05	19.7184	78.8737	
dot	float	1000000	2.80293e-05	71.3539	285.416	
dot	float	10000000	0.00490135	4.08051	16.322	
dot	float	100000000	0.0163891	12.2033	48.813	
dot	double	1000	5.077e-07	3.93933	31.5147	
dot	double	10000	7.4366e-06	2.6894	21.5152	
dot	double	100000	1.08601e-05	18.416	147.328	
dot	double	1000000	4.68929e-05	42.6504	341.203	
dot	double	10000000	0.00435389	4.59359	36.7487	
dot	double	100000000	0.0670482	2.98293	23.8634	
