func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	0.000514673	0.00388597	0.00777193	
nrm2	float	10000	0.000522177	0.0383012	0.0766024	
nrm2	float	100000	0.000521144	0.383771	0.767542	
nrm2	float	1000000	0.000556923	3.59116	7.18231	
nrm2	float	10000000	0.000952251	21.0029	42.0058	
nrm2	float	100000000	0.00473931	42.2003	84.4006	
nrm2	double	1000	0.000522887	0.00382492	0.0152997	
nrm2	double	10000	0.000546754	0.0365795	0.146318	
nrm2	double	100000	0.000560026	0.357126	1.4285	
nrm2	double	1000000	0.000603854	3.31206	13.2482	
nrm2	double	10000000	0.00133626	14.9672	59.8687	
nrm2	double	100000000	0.0085822	23.3041	93.2162	
