func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	0.000502175	0.00398267	0.0159307	
dot	float	10000	0.000518903	0.0385429	0.154171	
dot	float	100000	0.000512979	0.38988	1.55952	
dot	float	1000000	0.000584804	3.41995	13.6798	
dot	float	10000000	0.00128538	15.5596	62.2384	
dot	float	100000000	0.00824193	24.2662	97.0647	
dot	double	1000	0.000465643	0.00429514	0.0343611	
dot	double	10000	0.00046	0.0434783	0.347826	
dot	double	100000	0.000481666	0.415226	3.3218	
dot	double	1000000	0.00109218	1.8312	14.6496	
dot	double	10000000	0.00199936	10.0032	80.0254	
dot	double	100000000	0.0159586	12.5324	100.26	
