func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	0.000147157	0.013591	0.0543639	
sv_add	float	10000	2.50727e-05	0.79768	3.19072	
sv_add	float	100000	0.000118738	1.68438	6.73751	
sv_add	float	1000000	0.000858969	2.32837	9.31349	
sv_add	float	10000000	0.0206164	0.970101	3.88041	
sv_add	float	100000000	0.222998	0.896868	3.58747	
sv_add	double	1000	2.05127e-05	0.0975006	0.780005	
sv_add	double	10000	5.22863e-05	0.382509	3.06008	
sv_add	double	100000	0.000254215	0.786737	6.2939	
sv_add	double	1000000	0.00150803	1.32623	10.6099	
sv_add	double	10000000	0.0487858	0.409955	3.27964	
sv_add	double	100000000	0.484412	0.412871	3.30297	
