func	prec	M	N	time[sec]	perf[GFLOPS] 
mscal(Dense)	float	1000	1000	0.00098402	1.01624	8.12992	
mscal(Dense)	float	2000	2000	9.91189e-05	40.3556	322.845	
mscal(Dense)	float	3000	3000	0.000246908	36.4508	291.607	
mscal(Dense)	float	4000	4000	0.00599359	2.66952	21.3562	
mscal(Dense)	float	5000	5000	0.011896	2.10155	16.8124	
mscal(Dense)	float	6000	6000	0.0174927	2.05801	16.4641	
mscal(Dense)	float	7000	7000	0.0248449	1.97224	15.7779	
mscal(Dense)	float	8000	8000	0.0319034	2.00606	16.0485	
mscal(Dense)	float	9000	9000	0.0415378	1.95003	15.6003	
mscal(Dense)	float	10000	10000	0.0514651	1.94306	15.5445	
mscal(Dense)	double	1000	1000	4.9978e-05	20.0088	320.141	
mscal(Dense)	double	2000	2000	0.000192597	20.7687	332.3	
mscal(Dense)	double	3000	3000	0.0074532	1.20754	19.3206	
mscal(Dense)	double	4000	4000	0.0156739	1.0208	16.3329	
mscal(Dense)	double	5000	5000	0.0232966	1.07312	17.1699	
mscal(Dense)	double	6000	6000	0.0350832	1.02613	16.4181	
mscal(Dense)	double	7000	7000	0.0486603	1.00698	16.1117	
mscal(Dense)	double	8000	8000	0.0440465	1.45301	23.2482	
mscal(Dense)	double	9000	9000	0.0548824	1.47588	23.6141	
mscal(Dense)	double	10000	10000	0.0860213	1.1625	18.6001	
