func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_mul	float	1000	1.84367e-05	0.108479	0.433917	
sv_mul	float	10000	2.59224e-05	0.771533	3.08613	
sv_mul	float	100000	0.000116527	1.71634	6.86537	
sv_mul	float	1000000	0.000848436	2.35728	9.42911	
sv_mul	float	10000000	0.0263701	0.758435	3.03374	
sv_mul	float	100000000	0.22257	0.898593	3.59437	
sv_mul	double	1000	1.77004e-05	0.112992	0.903934	
sv_mul	double	10000	3.39968e-05	0.588291	4.70633	
sv_mul	double	100000	0.000140723	1.42123	11.3699	
sv_mul	double	1000000	0.0015734	1.27113	10.169	
sv_mul	double	10000000	0.0459569	0.43519	3.48152	
sv_mul	double	100000000	0.463084	0.431887	3.4551	
