func	prec	M	N	time[sec]	perf[GFLOPS] 
m_tanh(CRS)	float	1000	1000	0.000527086	0.153675	
m_tanh(CRS)	float	10000	10000	0.00225555	0.359114	
m_tanh(CRS)	float	100000	100000	0.0226514	0.357594	
m_tanh(CRS)	float	1000000	1000000	0.222132	0.364648	
m_tanh(CRS)	double	1000	1000	0.000438316	0.184798	
m_tanh(CRS)	double	10000	10000	0.00360458	0.224714	
m_tanh(CRS)	double	100000	100000	0.0351366	0.230529	
m_tanh(CRS)	double	1000000	1000000	0.349727	0.231609	
