func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_sub	float	1000	1.78948e-05	0.111764	0.447057	
sv_sub	float	10000	2.49663e-05	0.80108	3.20432	
sv_sub	float	100000	0.000151144	1.32324	5.29297	
sv_sub	float	1000000	0.000843921	2.36989	9.47956	
sv_sub	float	10000000	0.0255526	0.782699	3.1308	
sv_sub	float	100000000	0.191123	1.04645	4.18579	
sv_sub	double	1000	1.77953e-05	0.112389	0.899114	
sv_sub	double	10000	4.22214e-05	0.473693	3.78955	
sv_sub	double	100000	0.000141519	1.41324	11.3059	
sv_sub	double	1000000	0.00157516	1.26971	10.1577	
sv_sub	double	10000000	0.0564689	0.354177	2.83342	
sv_sub	double	100000000	0.382521	0.522847	4.18277	
