func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_mul	float	1000	1.72523e-05	0.115927	0.695559	
vv_mul	float	10000	2.55354e-05	0.783226	4.69936	
vv_mul	float	100000	0.000113751	1.75822	10.5493	
vv_mul	float	1000000	0.000852615	2.34572	14.0743	
vv_mul	float	10000000	0.0309379	0.646456	3.87873	
vv_mul	float	100000000	0.205798	0.971825	5.83095	
vv_mul	double	1000	1.83455e-05	0.109019	1.30822	
vv_mul	double	10000	3.3697e-05	0.593525	7.1223	
vv_mul	double	100000	0.000164054	1.21911	14.6293	
vv_mul	double	1000000	0.0015971	1.25227	15.0273	
vv_mul	double	10000000	0.0642543	0.311263	3.73516	
vv_mul	double	100000000	0.436869	0.457803	5.49364	
