func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.691e-07	3.71609	29.7287	
scal	float	10000	1.75e-06	5.71429	45.7143	
scal	float	100000	9.1176e-06	10.9678	87.7424	
scal	float	1000000	2.0122e-05	49.6968	397.575	
scal	float	10000000	0.00085363	11.7147	93.7174	
scal	float	100000000	0.0151381	6.60586	52.8469	
scal	double	1000	2.872e-07	3.48189	55.7103	
scal	double	10000	9.9695e-06	1.00306	16.0489	
scal	double	100000	1.06159e-05	9.41983	150.717	
scal	double	1000000	4.31702e-05	23.1641	370.626	
scal	double	10000000	0.00922577	1.08392	17.3427	
scal	double	100000000	0.0868033	1.15203	18.4325	
