func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.000933829	0.00214172	0.0128503	
axpyz	float	10000	0.000963785	0.0207515	0.124509	
axpyz	float	100000	0.00126595	0.157984	0.947907	
axpyz	float	1000000	0.0042634	0.469109	2.81465	
axpyz	float	10000000	0.0305298	0.655098	3.93059	
axpyz	float	100000000	0.265962	0.751986	4.51192	
axpyz	double	1000	0.000732538	0.00273023	0.0327628	
axpyz	double	10000	0.000764243	0.0261697	0.314036	
axpyz	double	100000	0.00109362	0.182879	2.19455	
axpyz	double	1000000	0.00406991	0.491411	5.89694	
axpyz	double	10000000	0.0350037	0.571368	6.85642	
axpyz	double	100000000	0.340065	0.588123	7.05747	
