func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	1.75605e-05	0.113892	0.683352	
vv_sub	float	10000	2.56842e-05	0.778689	4.67213	
vv_sub	float	100000	0.00011766	1.69981	10.1989	
vv_sub	float	1000000	0.000857464	2.33246	13.9948	
vv_sub	float	10000000	0.0311723	0.641595	3.84957	
vv_sub	float	100000000	0.253282	0.789634	4.73781	
vv_sub	double	1000	1.77536e-05	0.112653	1.35184	
vv_sub	double	10000	3.51611e-05	0.56881	6.82573	
vv_sub	double	100000	0.000160257	1.248	14.976	
vv_sub	double	1000000	0.00163887	1.22035	14.6442	
vv_sub	double	10000000	0.0601522	0.33249	3.98988	
vv_sub	double	100000000	0.478629	0.41786	5.01433	
