func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000237126	0.00421717	0.0337374	
tanh	float	10000	4.19472e-05	0.238395	1.90716	
tanh	float	100000	0.00017017	0.587647	4.70117	
tanh	float	1000000	0.00122188	0.81841	6.54728	
tanh	float	10000000	0.0111213	0.899174	7.19339	
tanh	float	100000000	0.110299	0.906623	7.25299	
tanh	double	1000	1.24776e-05	0.0801436	1.2823	
tanh	double	10000	3.42217e-05	0.292212	4.6754	
tanh	double	100000	0.000247346	0.404293	6.46868	
tanh	double	1000000	0.00194766	0.513438	8.21501	
tanh	double	10000000	0.0185777	0.538281	8.61249	
tanh	double	100000000	0.184712	0.541385	8.66215	
