func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00170889	0.000585176	0.00468141	
tanh	float	10000	4.45119e-05	0.224659	1.79727	
tanh	float	100000	0.000867821	0.115231	0.92185	
tanh	float	1000000	0.000278764	3.58726	28.6981	
tanh	float	10000000	0.00259258	3.85717	30.8573	
tanh	float	100000000	0.0399186	2.5051	20.0408	
tanh	double	1000	1.18297e-05	0.084533	1.35253	
tanh	double	10000	0.000121483	0.082316	1.31706	
tanh	double	100000	0.000197052	0.50748	8.11968	
tanh	double	1000000	0.000462038	2.16432	34.6292	
tanh	double	10000000	0.00744956	1.34236	21.4778	
tanh	double	100000000	0.0831461	1.2027	19.2432	
