func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	8.8484e-06	0.113015	0.452059	
sum	float	10000	9.483e-06	1.05452	4.21807	
sum	float	100000	1.61051e-05	6.20921	24.8369	
sum	float	1000000	8.18968e-05	12.2105	48.842	
sum	float	10000000	0.000809827	12.3483	49.3933	
sum	float	100000000	0.00842036	11.876	47.5039	
sum	double	1000	9.0028e-06	0.111077	0.888612	
sum	double	10000	9.543e-06	1.04789	8.38311	
sum	double	100000	1.72124e-05	5.80977	46.4781	
sum	double	1000000	8.12887e-05	12.3018	98.4147	
sum	double	10000000	0.00175354	5.70276	45.622	
sum	double	100000000	0.0611241	1.63602	13.0881	
