func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000259364	0.00385559	0.0308447	
scal	float	10000	0.000315731	0.0316726	0.25338	
scal	float	100000	0.000314391	0.318075	2.5446	
scal	float	1000000	0.000362682	2.75724	22.0579	
scal	float	10000000	0.00107221	9.32649	74.6119	
scal	float	100000000	0.00839486	11.912	95.2964	
scal	double	1000	0.000277157	0.00360807	0.0577291	
scal	double	10000	0.000275832	0.036254	0.580064	
scal	double	100000	0.000301486	0.331691	5.30705	
scal	double	1000000	0.000415891	2.40448	38.4717	
scal	double	10000000	0.00192727	5.18868	83.0189	
scal	double	100000000	0.0165012	6.06018	96.9628	
