func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000486609	0.00411008	0.0246605	
axpy	float	10000	0.000496409	0.0402894	0.241736	
axpy	float	100000	0.000502081	0.398342	2.39005	
axpy	float	1000000	0.000606463	3.29781	19.7868	
axpy	float	10000000	0.00168757	11.8514	71.1083	
axpy	float	100000000	0.0124824	16.0226	96.1353	
axpy	double	1000	0.000437604	0.00457034	0.0548441	
axpy	double	10000	0.000458565	0.0436143	0.523371	
axpy	double	100000	0.000460601	0.434215	5.21058	
axpy	double	1000000	0.000662872	3.01718	36.2061	
axpy	double	10000000	0.00282573	7.07782	84.9339	
axpy	double	100000000	0.0244197	8.1901	98.2812	
