func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.311e-07	4.32713	17.3085	
asum	float	10000	1.3324e-06	7.50525	30.021	
asum	float	100000	9.5029e-06	10.5231	42.0924	
asum	float	1000000	1.75804e-05	56.8815	227.526	
asum	float	10000000	0.00048334	20.6894	82.7575	
asum	float	100000000	0.0094805	10.548	42.1919	
asum	double	1000	2.967e-07	3.37041	26.9633	
asum	double	10000	7.6406e-06	1.3088	10.4704	
asum	double	100000	1.0383e-05	9.63113	77.049	
asum	double	1000000	3.32239e-05	30.0988	240.791	
asum	double	10000000	0.00723605	1.38197	11.0558	
asum	double	100000000	0.0159878	6.25477	50.0382	
