func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	7.7969e-06	0.384768	1.02605	
xpay	float	10000	7.9019e-06	3.79656	10.1241	
xpay	float	100000	1.3904e-05	21.5765	57.5374	
xpay	float	1000000	3.462e-05	86.6551	231.08	
xpay	float	10000000	0.00787406	3.80998	10.1599	
xpay	float	100000000	0.0489204	6.13241	16.3531	
xpay	double	1000	7.3839e-06	0.406289	2.16688	
xpay	double	10000	9.6885e-06	3.09645	16.5144	
xpay	double	100000	1.13544e-05	26.4215	140.915	
xpay	double	1000000	6.14252e-05	48.8399	260.479	
xpay	double	10000000	0.00964196	3.1114	16.5941	
xpay	double	100000000	0.0900498	3.33149	17.7679	
