func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	0.00153328	0.000652197	0.00521757	
v_minus	float	10000	1.93273e-05	0.517403	4.13922	
v_minus	float	100000	0.000143939	0.694736	5.55789	
v_minus	float	1000000	0.00114685	0.871954	6.97563	
v_minus	float	10000000	0.0301092	0.332125	2.657	
v_minus	float	100000000	0.274905	0.363762	2.9101	
v_minus	double	1000	1.00794e-05	0.0992123	1.5874	
v_minus	double	10000	2.99116e-05	0.334318	5.3491	
v_minus	double	100000	0.000204302	0.489473	7.83156	
v_minus	double	1000000	0.00231947	0.431133	6.89813	
v_minus	double	10000000	0.0562741	0.177702	2.84323	
v_minus	double	100000000	0.701348	0.142582	2.28132	
