func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	0.000178978	5.58727	44.6982
mscal(Dense)	Dense	float	2000	2000	0.000560779	7.13294	57.0635
mscal(Dense)	Dense	float	3000	3000	0.00105391	8.53959	68.3168
mscal(Dense)	Dense	float	4000	4000	0.00170755	9.37018	74.9614
mscal(Dense)	Dense	float	5000	5000	0.00253156	9.87535	79.0028
mscal(Dense)	Dense	float	6000	6000	0.00355831	10.1172	80.9373
mscal(Dense)	Dense	float	7000	7000	0.00477916	10.2528	82.0227
mscal(Dense)	Dense	float	8000	8000	0.00617671	10.3615	82.892
mscal(Dense)	Dense	float	9000	9000	0.00776192	10.4356	83.4845
mscal(Dense)	Dense	float	10000	10000	0.00953154	10.4915	83.9318
mscal(Dense)	Dense	double	1000	1000	0.000325103	3.07595	49.2152
mscal(Dense)	Dense	double	2000	2000	0.000822981	4.86038	77.7661
mscal(Dense)	Dense	double	3000	3000	0.00157784	5.70398	91.2637
mscal(Dense)	Dense	double	4000	4000	0.00277812	5.7593	92.1487
mscal(Dense)	Dense	double	5000	5000	0.00427861	5.84302	93.4883
mscal(Dense)	Dense	double	6000	6000	0.00607043	5.93039	94.8863
mscal(Dense)	Dense	double	7000	7000	0.00818127	5.98929	95.8286
mscal(Dense)	Dense	double	8000	8000	0.0106205	6.02607	96.4171
mscal(Dense)	Dense	double	9000	9000	0.0133821	6.05287	96.8459
mscal(Dense)	Dense	double	10000	10000	0.016447	6.08014	97.2823
